327835368164573186	ADE	27	43	increases hunger	10020466
330154444459241472	ADE	45	51	dreams	10004969
332497216080052224	ADE	37	40	fat	10047896
332497216080052224	ADE	83	93	hand shake	10040530
340983454554546176	ADE	110	125	stopped working	10043087
346275392090423296	ADE	91	119	Getting out of bed is haaard	10012378
347746008903581696	ADE	3	25	creativity was blocked	10027374
351423946706526209	ADE	43	46	w/d	10048010
331146154786041856	ADE	36	42	drowsy	10013649
331146154786041856	ADE	43	47	haze	10017565
343602068067581952	ADE	64	74	brain zaps	10033775
343602068067581952	ADE	90	110	genitals aren't numb	10059272
347713864009408513	ADE	102	107	detox	10061814
340535092873162752	ADE	24	37	facial spasms	10063006
340535092873162752	ADE	68	71	eye	10041384
326575463835250689	ADE	51	56	awake	10041014
329128359063859201	ADE	17	26	out of it	10041374
329128359063859201	ADE	47	56	doping up	10070679
331370652881797120	ADE	0	7	-9.5lbs	10047900
331411632213344256	ADE	107	132	horrid intrusive thoughts	10077275
341242496321482753	ADE	71	79	allergic	10013661
342324117812420609	ADE	25	30	sleep	10041014
347461921676607489	ADE	123	136	hallucinating	10019062
349974468547981317	ADE	89	98	dry mouth	10013781
351415959514390530	ADE	116	138	20 hours a day, asleep	10041349
354343052212568066	ADE	55	71	prolactin levels	10036826
354343052212568066	ADE	83	98	boobs humungous	10014843
343153861915201538	ADE	57	75	knee still painful	10023477
343153861915201538	ADE	77	86	Back ache	10003978
345083262672175104	ADE	32	47	Lower back ache	10024890
345083262672175104	ADE	49	58	neck ache	10028836
345083262672175104	ADE	60	64	hips	10033432
345083262672175104	ADE	69	79	knees ache	10023477
345083262672175104	ADE	81	96	short of breath	10040604
345880550915059712	ADE	42	50	backache	10003978
349303644262367234	ADE	26	49	muscle &amp; back pains	10028322
349303644262367234	ADE	39	49	back pains	10003988
332457979939016705	ADE	109	124	not remembering	10017060
333037072992575490	ADE	81	91	drowsiness	10013649
333203009209266176	ADE	34	78	sleep on my own. but i got at least 16 hours	10041014
333613151599869952	ADE	67	80	sugar crashes	10005808
333613151599869952	ADE	107	115	feel ill	10021345
343283459533443072	ADE	61	74	won't wake up	10019158
343376431864229889	ADE	9	21	not remember	10017060
348336073967022080	ADE	91	126	feels like I have raw nerve endings	10021681
349006492898295808	ADE	88	115	sleep for 12 straight hours	10041000
350867989538684929	ADE	84	104	urge to procure food	10021654
326928335110291456	ADE	92	102	dependence	10013663
327604889540755456	ADE	50	56	asleep	10041349
328660565033639937	ADE	36	59	knocked me the fuck out	10041349
333208965607456771	ADE	34	38	high	10016333
333208965607456771	ADE	77	82	drunk	10013767
339971334794772480	ADE	104	113	tolerance	10052804
341622840933629953	ADE	28	42	sleep schedule	10004095
346580466041778176	ADE	77	111	felt like I.had a frontal lobotomy	10027374
348206994722783232	ADE	58	62	sick	10016365
348206994722783232	ADE	64	76	couldnt move	10028045
348206994722783232	ADE	89	97	migraine	10027599
348206994722783232	ADE	99	103	puke	10047700
348206994722783232	ADE	105	111	shakes	10040528
350848441829687296	ADE	49	59	nightmares	10029412
350848441829687296	ADE	76	84	insomnia	10022437
326995800024571906	ADE	16	21	tired	10043890
326995800024571906	ADE	75	97	no freaking motivation	10023614
326995800024571906	ADE	101	107	energy	10016356
327367830527963137	ADE	9	14	sleep	10041349
327367830527963137	ADE	32	37	tired	10043890
327367830527963137	ADE	42	47	dizzy	10013573
328794465395437568	ADE	52	58	drowsy	10013649
328794465395437568	ADE	86	102	don't sleep well	10062519
329499342601854976	ADE	0	23	Feel crap every morning	10016370
329499342601854976	ADE	47	61	restless night	10041007
329975207488004096	ADE	80	93	carb cravings	10007216
330685673055088640	ADE	0	6	Dreamt	10004969
330685673055088640	ADE	96	102	dreams	10004969
330685673055088640	ADE	124	134	withdrawal	10048010
332929438713004034	ADE	95	109	dreamt colours	10047666
332929438713004034	ADE	114	134	lost my fucking mind	10037234
342267219792781312	ADE	57	71	falling asleep	10041349
349627789009367040	ADE	113	120	sickest	10016365
342907594135977986	ADE	32	39	ZOMBIES	10016384
343031253072764928	ADE	78	103	eat because I just forget	10003030
343525207937544192	ADE	19	24	hyper	10020554
344152692547018752	ADE	27	46	Can't. Stop. Moving	10020554
344865165608636416	ADE	17	29	felt drugged	10070679
344865863490473984	ADE	85	95	lose focus	10003738
345176614683959298	ADE	4	13	come down	10073281
326406322323066883	ADE	45	71	feel like crying but can't	10011469
326406322323066883	ADE	111	117	zombie	10016384
326455480891346947	ADE	46	55	Lethargic	10024262
326455480891346947	ADE	108	122	hot &amp; cold	10016335
326789014290055168	ADE	26	32	hungry	10020466
326789014290055168	ADE	53	75	want to eat my own arm	10020466
327136020594307072	ADE	105	137	 parody of an actual human being	10012359
327202063299788801	ADE	13	26	try for sleep	10041017
327202063299788801	ADE	49	62	light bastard	10062519
327692063460163585	ADE	62	75	wiping me out	10015667
327692063460163585	ADE	104	118	can't function	10041349
327793679634931712	ADE	38	73	feel like I am in a straight jacket	10028339
327793679634931712	ADE	85	103	muscles feel stiff	10028339
328059687327109120	ADE	18	30	light' sleep	10062519
328059687327109120	ADE	32	40	Feel low	10024919
328059687327109120	ADE	42	49	Subdued	10024919
328059687327109120	ADE	51	54	Sad	10016364
328244482455764994	ADE	75	89	sleep problems	10041006
328248124399296512	ADE	86	101	 tired daytimes	10011865
328645545411354625	ADE	0	10	Over-eaten	10015598
329201654484328450	ADE	58	69	interaction	10013710
329201654484328450	ADE	120	125	dizzy	10013573
329340088809033730	ADE	120	126	sleepy	10041014
329541278268264448	ADE	90	98	comatose	10041349
329617517578444802	ADE	128	133	manic	10026749
329832584282513408	ADE	90	96	dreams	10004969
329867012782309376	ADE	0	7	Tearful	10043169
329867012782309376	ADE	34	51	poor nights sleep	10062519
329867012782309376	ADE	74	85	withdrawing	10048010
329890622674718720	ADE	0	17	Joints killing me	10023222
329890622674718720	ADE	121	130	Knackered	10016370
330026374758797312	ADE	100	108	addicted	10001125
330070815049662465	ADE	0	10	coming off	10013754
330070815049662465	ADE	47	53	nausea	10028813
330070815049662465	ADE	54	62	sickness	10016365
330070815049662465	ADE	63	75	hot and cold	10016335
330070815049662465	ADE	76	83	shivers	10040558
330070815049662465	ADE	84	93	twitching	10045198
330070815049662465	ADE	94	102	headache	10019211
330249629247610880	ADE	35	45	withdrawal	10023222
330545428493893632	ADE	67	73	zombie	10016384
330740866807386112	ADE	17	26	addictive	10012336
330740866807386112	ADE	34	58	discontinuation syndrome	10013754
330877304140083200	ADE	77	81	high	10016333
330910232819679235	ADE	2	26	feel like a pile of shit	10016370
330910232819679235	ADE	28	32	sick	10016365
330910232819679235	ADE	34	38	cold	10009851
330910232819679235	ADE	40	56	stomach reacting	10042113
330991367222337536	ADE	0	5	Slept	10041349
331478814888689664	ADE	41	62	breastmilk production	10023666
331478814888689664	ADE	89	103	hallucinations	10019063
331745125501915138	ADE	29	46	allergic reaction	10001718
331745125501915138	ADE	92	96	rash	10037844
331818975681982464	ADE	19	23	burp	10006804
331818975681982464	ADE	33	46	want to ralph	10028813
331961284935434242	ADE	71	77	Groggy	10018730
332175390044999680	ADE	23	34	withdrawing	10048010
332176466940923904	ADE	85	104	knocks me right out	10041349
332176466940923904	ADE	109	129	won't let me wake up	10019158
332280215931858945	ADE	37	51	muscle tremors	10044573
332280215931858945	ADE	103	114	combination	10013710
332298447866707969	ADE	42	53	withdrawals	10048010
332302887940145152	ADE	71	80	withdraws	10048010
332304295791824897	ADE	134	138	sick	10016365
332356011946016768	ADE	59	68	delirious	10012217
332356011946016768	ADE	78	87	messed up	10016370
332391387901358081	ADE	65	74	delirious	10012217
332511485043548162	ADE	68	77	back pain	10003988
332511485043548162	ADE	93	96	sad	10016364
332511485043548162	ADE	101	121	crying for no reason	10011469
332511485043548162	ADE	101	107	crying	10011469
332666031778721792	ADE	33	41	allergic	10001718
332906821624934400	ADE	68	74	nausea	10028813
332906821624934400	ADE	96	107	hypotension	10020772
332978332679409665	ADE	69	78	biffiness	10027374
333029850547900416	ADE	111	134	sleep for fifteen hours	10041349
333047285430751232	ADE	46	55	addictive	10001125
333047285430751232	ADE	103	114	hands shake	10040530
333047285430751232	ADE	129	139	brain zaps	10014358
333047948642492416	ADE	75	86	parasthesia	10033987
333047948642492416	ADE	75	86	parasthesia	10033775
333047948642492416	ADE	88	106	cognitive problems	10009846
333047948642492416	ADE	108	121	kidney stones	10023437
333050589867028480	ADE	122	130	migraine	10027599
333180265264472065	ADE	100	117	going though hell	10048010
333249611403784193	ADE	81	95	put on weight 	10047896
333249611403784193	ADE	106	116	extra 20kg	10047896
333286778628870145	ADE	89	111	Coming off venlafaxine	10013754
333286778628870145	ADE	124	129	nasty	10016370
333294325951774720	ADE	52	64	symptom free	10016370
333297273750564864	ADE	13	28	wake up at 2:30	10040999
333297273750564864	ADE	39	61	half your day sleeping	10041349
333304563857780736	ADE	63	83	eyes are outta focus	10012792
333304563857780736	ADE	92	111	can't walk straight	10047810
333358524274987008	ADE	40	60	ruined my creativity	10027374
333358524274987008	ADE	70	89	memory now is awful	10027175
333358524274987008	ADE	70	76	memory	10027175
333359537992118274	ADE	42	51	revved up	10020554
333359537992118274	ADE	100	111	stupid head	10010300
333450968328974336	ADE	86	93	bloated	10005264
333450968328974336	ADE	119	148	heart was beating wicked fast	10019303
333452116511309824	ADE	8	13	tired	10043890
333457801953284097	ADE	62	78	holes in my head	10050462
333466989102239744	ADE	62	70	crippled	10049278
333466989102239744	ADE	126	136	can't walk	10049278
333519110946291712	ADE	90	102	not sleeping	10041017
333722857290989568	ADE	52	76	hypo manic mixed episode	10021030
333735685406224385	ADE	75	89	falling asleep	10041014
333735685406224385	ADE	109	133	brain's always scattered	10067192
333782488428212226	ADE	20	29	Achille's	10048602
333801812610138114	ADE	109	140	shitty feeling when you wake up	10016370
333824061656412160	ADE	30	34	pain	10033371
333824061656412160	ADE	42	52	tendonitis	10043255
333824061656412160	ADE	54	63	headaches	10019211
333824061656412160	ADE	65	81	cognitive issues	10009846
333854639332151296	ADE	73	77	pain	10033371
333854639332151296	ADE	96	128	Struggled to get out of the bath	10047862
333866431626235906	ADE	36	44	hobbling	10047810
333866431626235906	ADE	120	128	ruptures	10043248
333961182874566659	ADE	102	113	itchy scalp	10023093
333961182874566659	ADE	120	128	hairloss	10019045
333962515232985088	ADE	82	87	tired	10043890
333962515232985088	ADE	92	103	half-asleep	10043890
333967101628923904	ADE	17	29	takes it out	10041349
333967101628923904	ADE	59	67	sleeping	10041349
340177324798525440	ADE	31	39	addicted	10056478
340233810903982080	ADE	44	54	withdrawal	10048010
340305120258564097	ADE	44	50	poison	10067843
340305120258564097	ADE	58	79	kills your taste buds	10043134
340322414133129216	ADE	22	28	poison	10067843
340322414133129216	ADE	78	86	headache	10019211
340332151184691200	ADE	4	40	nicotine beast has me firmly gripped	10056484
340332151184691200	ADE	26	68	firmly gripped in it's gnarled yellow claw	10056484
340334658183110656	ADE	3	12	shivering	10040558
340339429329760256	ADE	21	25	high	10016333
340347328479260672	ADE	38	44	sadvil	10016364
340371556930818048	ADE	65	71	addict	10056478
340416031971500032	ADE	40	50	cold sweat	10009866
340416031971500032	ADE	65	73	insomnia	10022437
340513045916835840	ADE	63	68	 numb	10071175
340513045916835840	ADE	123	131	lifeless	10016340
340520325110456323	ADE	97	105	THROWING	10062375
340530953015402497	ADE	106	133	trying to function normally	10027372
340567278422728704	ADE	120	135	can't take both	10013710
340660708364677120	ADE	39	48	withdrawl	10048010
340937210973016064	ADE	50	58	Toxicity	10013746
340937210973016064	ADE	106	118	chronic pain	10049475
340951233055580160	ADE	65	74	legs ache	10024130
340959965877522432	ADE	14	34	suicidally depressed	10042457
340959965877522432	ADE	56	61	voice	10003785
340959965877522432	ADE	100	113	worthlessness	10016374
340978989285908480	ADE	97	117	shaking like ur cold	10040558
340978989285908480	ADE	118	127	shivering	10040558
341008335463669760	ADE	26	34	munchies	10056465
341008335463669760	ADE	43	54	eatin weird	10056465
341008335463669760	ADE	89	103	tearin up food	10004716
341027310780153856	ADE	97	102	worse	10012398
341042669327364096	ADE	47	61	tongue is numb	10029852
341115678557884416	ADE	31	49	damage ALL tendons	10043242
341115678557884416	ADE	91	95	walk	10049278
341116202338361344	ADE	42	53	been in bed	10048948
341118058305318912	ADE	35	43	crippled	10049278
341121734126231552	ADE	88	98	disability	10013050
341212339883868160	ADE	34	40	stupid	10027372
341212339883868160	ADE	45	51	clumsy	10009696
341306691310215168	ADE	98	111	feeling awful	10016370
341306691310215168	ADE	122	132	withdrawal	10048010
341632186849566720	ADE	89	112	brain is a sack of NOPE	10010300
341655044569047041	ADE	79	89	depression	10012378
341655044569047041	ADE	106	109	ocd	10029898
341655044569047041	ADE	110	118	insomnia	10022437
341664551076499457	ADE	13	18	tired	10043890
341664551076499457	ADE	51	64	sleep so much	10041349
341691080019943424	ADE	82	92	depression	10012398
341696140116365312	ADE	47	61	eating all day	10015598
341696140116365312	ADE	68	78	feel weird	10047904
341700947707314178	ADE	58	67	depressed	10012378
341732677487063042	ADE	3	20	feeling so shitty	10016370
341734697115742208	ADE	31	40	headaches	10019211
341752469287755776	ADE	73	95	put a gun in your hand	10042458
341797745549516800	ADE	50	56	drowsy	10013649
341818667773853696	ADE	0	14	Feels dreadful	10016370
341818667773853696	ADE	124	133	lung pain	10074693
341822266851594240	ADE	86	102	rid myself of it	10013663
341822266851594240	ADE	127	135	no sleep	10041017
341830080873504769	ADE	20	28	allergic	10001718
341830080873504769	ADE	64	68	sick	10016365
341861781385383936	ADE	30	37	nauseas	10028813
341861781385383936	ADE	67	74	chunder	10047700
341903484242784256	ADE	105	118	tummy trouble	10045148
341943632657543169	ADE	31	41	withdrawal	10048010
341964103297945600	ADE	54	81	perspective time and people	10074073
341966225259233281	ADE	25	44	losing every breath	10040604
341966225259233281	ADE	75	99	 heart beat out my chest	10019297
342011049928687616	ADE	68	77	up till 4	10022437
342011049928687616	ADE	103	109	zombie	10016384
342011049928687616	ADE	118	123	tired	10043890
342087942472359936	ADE	40	53	schizophrenia	10039626
342087942472359936	ADE	60	72	hear answers	10019364
342109935531868161	ADE	36	45	thick fog	10016876
342124485253664768	ADE	31	39	TooChill	10014560
342124485253664768	ADE	41	47	Zombie	10016384
342150382698504192	ADE	70	78	weakness	10047862
342150382698504192	ADE	83	94	muscle pain	10028322
342163994209054720	ADE	23	36	Weirdo dreams	10004969
342163994209054720	ADE	46	52	drowsy	10013649
342166652617629696	ADE	7	24	hearing the words	10003785
342222942853287936	ADE	51	59	suicidal	10042458
342222942853287936	ADE	91	95	numb	10071175
342229999450992640	ADE	102	111	headaches	10019211
342240470535139328	ADE	34	43	got me up	10022437
342240470535139328	ADE	52	76	only slept about 2 hours	10041017
342283136480206848	ADE	54	64	withdrawal	10048010
342283136480206848	ADE	75	82	anxiety	10002855
342283136480206848	ADE	109	121	hypochondria	10020965
342299048105091072	ADE	11	14	low	10024919
342310086363983873	ADE	34	45	weight gain	10047896
342314998904786945	ADE	10	20	withdrawal	10048010
342314998904786945	ADE	41	52	lost vision	10047522
342314998904786945	ADE	86	95	brain zap	10014358
342322703556038657	ADE	27	35	nauseous	10028823
342349802601844737	ADE	71	84	gainin weight	10047896
342349802601844737	ADE	101	104	fat	10047896
342349802601844737	ADE	109	118	can't cum	10021574
342355917045645313	ADE	21	29	headache	10019211
342359425400582144	ADE	72	83	exacerbates	10007636
342369061524615168	ADE	55	75	WON'T YOU LET ME EAT	10003030
342376807527497730	ADE	40	45	toxic	10013746
342376807527497730	ADE	93	114	equivalent to torture	10016370
342376807527497730	ADE	116	119	oww	10033371
342393613180862465	ADE	43	49	rashes	10037844
342393613180862465	ADE	81	97	Skin sensitivity	10021681
342397871229911040	ADE	110	115	wonky	10016366
342476405872939008	ADE	25	43	makes me nocturnal	10041017
342476405872939008	ADE	34	43	nocturnal	10041017
342479732811644929	ADE	27	35	headache	10019211
342480912350576641	ADE	56	60	balm	10019045
342480912350576641	ADE	95	103	hairloss	10019045
342537091495895040	ADE	28	58	sleeping schedule of a vampire	10041017
342607933672148992	ADE	4	25	Vitamin D malsorption	10047626
342607933672148992	ADE	116	132	calcium problems	10006956
342671774519009280	ADE	136	145	depressed	10012378
342705807537868802	ADE	59	68	wait gain	10047896
342705807537868802	ADE	99	105	weight	10047896
342730668704415745	ADE	103	121	destroyed my liver	10024668
342763086056419329	ADE	78	95	allergic reaction	10001718
342763086056419329	ADE	107	123	almost killed me	10068111
342843798554046464	ADE	56	70	mixed episodes	10065032
342843798554046464	ADE	84	95	instability	10022454
342918945839411200	ADE	130	134	high	10016333
343076301835472898	ADE	21	32	WITHDRAWALS	10048010
343109117877026818	ADE	8	24	blew out my arms	10079024
343109117877026818	ADE	31	36	heels	10033431
343109117877026818	ADE	50	54	hurt	10033371
343109117877026818	ADE	76	80	pain	10033371
343130110569873409	ADE	18	23	vomit	10047700
343130110569873409	ADE	45	54	migraines	10027599
343146080269111297	ADE	31	47	Bizarre thoughts	10021402
343154435695980547	ADE	11	20	irritated	10016337
343154435695980547	ADE	47	66	can't think as fast	10041049
343161902710542337	ADE	86	92	zombie	10016384
343255526232178688	ADE	28	45	flu Iike symptoms	10016791
343255526232178688	ADE	47	62	aches and pains	10000424
343255526232178688	ADE	64	71	shivers	10040559
343255526232178688	ADE	74	80	sweats	10042661
343359399659712512	ADE	101	105	rage	10037804
343472402082181120	ADE	31	36	Aches	10000424
343472402082181120	ADE	45	54	back pain	10003988
343472402082181120	ADE	63	81	Swollen lower legs	10042700
343472402082181120	ADE	87	102	fluid retention	10016807
343476427846475776	ADE	31	47	comedown is hell	10013754
343476427846475776	ADE	120	130	zap noises	10014358
343481297446006784	ADE	32	48	inability to cry	10071175
343481297446006784	ADE	56	64	dry eyed	10071175
343482622871236608	ADE	28	38	over think	10067192
343482622871236608	ADE	66	71	angry	10002368
343491179695964160	ADE	4	9	tired	10043890
343491179695964160	ADE	49	56	naptime	10041014
343523993749434369	ADE	27	43	blew out my arms	10079024
343523993749434369	ADE	50	55	heels	10033431
343523993749434369	ADE	69	73	hurt	10033371
343523993749434369	ADE	95	99	pain	10033371
343569840684007424	ADE	7	12	wired	10041017
343569840684007424	ADE	14	26	Not sleeping	10041017
343814311971528705	ADE	16	40	 tendons in lots of pain	10066371
343814311971528705	ADE	60	79	hands barely usable	10079009
343828151400554496	ADE	56	69	brain shivers	10014358
343828151400554496	ADE	110	120	withdrawal	10048010
343855437420052480	ADE	116	131	barely function	10027372
343885385077768193	ADE	0	13	Restless arms	10028006
343885385077768193	ADE	0	24	restless arms &amp; legs	10038742
343904497518669824	ADE	10	18	sleeping	10041349
343910899507154944	ADE	101	112	gain weight	10047896
344013339350929408	ADE	74	80	zombie	10016384
344117668200210433	ADE	43	50	ab pain	10000081
344117668200210433	ADE	52	58	cramps	10011293
344117668200210433	ADE	59	65	nausea	10028813
344117668200210433	ADE	66	75	vomitting	10047700
344117668200210433	ADE	77	81	skin	10040831
344117668200210433	ADE	82	96	joint problems	10023211
344117668200210433	ADE	98	113	ulcers in mouth	10045319
344117668200210433	ADE	114	121	fatique	10016256
344173110209179648	ADE	85	98	reacted badly	10016370
344189386763681792	ADE	77	80	ill	10021345
344220746198958080	ADE	14	30	pee way too much	10046600
344220746198958080	ADE	111	120	dehydrate	10012174
344267687582642177	ADE	5	9	rant	10002368
344267687582642177	ADE	26	35	withdrawl	10048010
344268787182338049	ADE	11	20	addiction	10001125
344268787182338049	ADE	67	77	dependance	10013663
344268787182338049	ADE	106	114	headache	10019211
344309040282734593	ADE	96	105	depressed	10012378
344347416289488896	ADE	24	47	felt like sumo wrestler	10005264
344351386542174208	ADE	48	61	urge to vomit	10047700
344351386542174208	ADE	70	85	feel disgusting	10028822
344384333588602880	ADE	48	73	cleaned my entire kitchen	10010219
344384333588602880	ADE	80	83	3am	10022437
344496248478384128	ADE	57	66	migraines	10027599
344496248478384128	ADE	116	121	tired	10043890
344528512004272129	ADE	4	8	high	10016333
344581349547589636	ADE	90	102	pancreatitis	10033645
344581349547589636	ADE	107	125	digestive problems	10018028
344630020364460032	ADE	46	54	addicted	10001125
344733595103002624	ADE	33	41	headache	10019211
344733595103002624	ADE	49	57	shoulder	10040617
344733595103002624	ADE	62	71	neck ache	10028831
344733595103002624	ADE	67	71	ache	10000424
344733595103002624	ADE	73	88	lower back pain	10024891
344733595103002624	ADE	79	88	back pain	10003988
344733595103002624	ADE	90	100	weak knees	10047862
344733595103002624	ADE	102	109	limping	10058726
344733595103002624	ADE	102	110	limping 	10058726
344787549706940416	ADE	20	29	tourettes	10044126
344787549706940416	ADE	51	58	Twitchy	10045198
344829955051495424	ADE	91	100	addiction	10001125
344830732075663360	ADE	68	77	addiction	10001125
344923302919278592	ADE	56	62	hungry	10020466
344923302919278592	ADE	73	106	tear my own face off &amp; eat it	10020467
344923302919278592	ADE	110	113	cry	10011469
344939998807736320	ADE	51	64	whacks me out	10041349
344939998807736320	ADE	80	86	asleep	10041349
344963390038499328	ADE	62	65	TMJ	10043900
344963390038499328	ADE	66	75	headaches	10019211
345166429974327297	ADE	71	76	aches	10000424
345166429974327297	ADE	93	108	lower back ache	10024890
345166429974327297	ADE	113	123	weak knees	10047862
345280161941430272	ADE	53	58	sick 	10016365
345280161941430272	ADE	53	57	sick	10016365
345284715630190592	ADE	14	22	allergic	10001718
345284736110960641	ADE	68	72	sick	10016365
345297976589172736	ADE	40	56	hating the world	10002368
345416979722678272	ADE	82	97	steal your soul	10016340
345416979722678272	ADE	113	120	bloated	10005264
345416979722678272	ADE	121	127	zombie	10016384
345505967829573632	ADE	51	70	not working as well	10043087
345505967829573632	ADE	125	131	sleepy	10041014
345537648926015488	ADE	56	78	like taking rat poison	10016370
345577264949379072	ADE	122	136	worsening pain	10033499
345626164481634304	ADE	53	62	hypomania	10021030
345762127270793217	ADE	22	37	sleep paralysis	10041002
345762127270793217	ADE	71	84	muscle spasms	10028333
345762127270793217	ADE	71	84	muscle spasms	10028334
346054053182193665	ADE	47	52	tired	10043890
346070352121712640	ADE	84	106	blood pressure dropped	10005744
346070352121712640	ADE	116	129	couldn't walk	10049278
346113006150758401	ADE	38	47	sex drive	10024870
346113006150758401	ADE	50	56	libido	10024870
346113006150758401	ADE	85	95	withdrawal	10013754
346352039904833536	ADE	85	94	screaming	10039740
346352039904833536	ADE	99	105	crying	10011469
346415316575858690	ADE	1	15	arms stil hurt	10033421
346415316575858690	ADE	26	57	tendons is like a razor to rope	10043242
346415316575858690	ADE	92	98	weaker	10047862
346415316575858690	ADE	105	115	won't heal	-
346474302138359808	ADE	28	33	tired	10043890
346488248320794624	ADE	16	31	lower back pain	10024891
346488248320794624	ADE	52	60	crippled	10049278
346641300092768257	ADE	64	78	neuro problems	10029298
346641300092768257	ADE	80	86	ataxia	10003591
346706331119538176	ADE	24	36	felt nothing	10071175
346706331119538176	ADE	81	119	coming off klonopin and paxil was hell	10013754
347137874568830977	ADE	41	46	dream	10004969
347149965631553536	ADE	122	143	groggy in the morning	10018732
347173948510834688	ADE	106	113	painful	10033371
347326324085510144	ADE	17	22	burns	10022053
347326633725800448	ADE	89	94	hurts	10022086
347360872278151168	ADE	61	70	zombified	10016384
347414282138431488	ADE	37	41	flat	10016759
347414282138431488	ADE	77	88	weight gain	10047896
347529563628253184	ADE	52	68	messed up dreams	10004969
347552147954622464	ADE	83	95	racing heart	10019303
347552147954622464	ADE	100	112	palpitations	10033557
347639316425617408	ADE	4	16	not sleeping	10041017
347771700370370560	ADE	112	124	messed me up	10016370
347784229842726913	ADE	47	52	aches	10000424
347784229842726913	ADE	57	62	pains	10033371
347788913479393280	ADE	29	39	withdrawal	10048010
347788913479393280	ADE	49	68	feel kinda terrible	10016370
347824349572644865	ADE	39	51	gained 40lbs	10047896
347834378270961664	ADE	102	130	inside i was still screaming	10014554
347901325801029632	ADE	99	121	""metabolic"" syndrome	10052066
347973045023043584	ADE	17	30	knocks me out	10041349
347986748795650048	ADE	39	52	muscle spasms	10028333
347986748795650048	ADE	100	115	fluid retention	10016807
347986748795650048	ADE	122	128	mobile	10021417
348136954900127744	ADE	84	88	Rash	10037844
348136954900127744	ADE	114	122	Glaucoma	10018304
348272601430364160	ADE	119	135	shot my daughter	10064160
348283506037764098	ADE	21	28	lo0o0py	10017565
348283506037764098	ADE	69	91	thirty minutes to type	10010300
348283506037764098	ADE	99	138	waking up without knowing I feel asleep	10041349
348287743568277504	ADE	52	57	pains	10033371
348287743568277504	ADE	104	119	fluid retention	10016807
348355774642266112	ADE	69	83	sleep for days	10041349
348355774642266112	ADE	69	83	sleep for days	10041000
348387894416773120	ADE	37	46	addictive	10001125
348387894416773120	ADE	64	72	sedating	10039897
348456216663580673	ADE	27	37	physically	10015667
348456216663580673	ADE	42	58	mentally drained	10076757
348649853552828417	ADE	66	96	neck, back, hip, and leg aches	10028836
348649853552828417	ADE	72	96	back, hip, and leg aches	10003978
348649853552828417	ADE	78	96	hip, and leg aches	10033432
348649853552828417	ADE	87	96	leg aches	10024130
348662789964972032	ADE	70	80	headaches 	10019211
348662789964972032	ADE	70	79	headaches	10019211
348671976308609024	ADE	79	114	common for apartments to be haunted	10022989
348695929227993088	ADE	110	124	antipsychotics	10037234
348748124916965377	ADE	95	105	withdrawal	10048010
348807944244166658	ADE	33	38	Pains	10033371
348813268363657216	ADE	0	42	Feels like one of those 5-cup #coffee days	10015595
348829559958937601	ADE	106	119	stay in shape	10051602
348846174846992384	ADE	70	73	ill	10021345
348898590124552193	ADE	26	34	lucidity	10079069
348901778563166209	ADE	12	33	dreams became vivider	10047666
348906168556605440	ADE	0	6	Bombed	10070679
