332179977493684226	Effexor Lawsuits Involving Heart Birth Defects Removed to Federal Court #Effexor #News #Antidepressants	NoADE
344609201861058561	@catiemonster @mrsjesscharlton Oh, I'll never feel satisfied (remembers to take Cymbalta). But I take your point.	NoADE
446753910922170368	@xlil_miss_bluex well done i take 2 other tablets and a victoza injection that suppose to suppress your appetite !!! #notworkingtoday xxx	NoADE
340451551766274049	@evann_lfc yea still a vampire as still on cipro wbu? xx	ADE
342043347432652800	@johncheese So sorry to hear that, man. Effexor SUUUCKS.	NoADE
332044910821789696	Depression medications mirtazapine and fluoxetine may increase a person's risk of developing Clostridium difficile infection (CDI) by as ..	NoADE
495658177560846336	Just found out my favorite bracelet is actually a NuvaRing :(	NoADE
344653706861617152	first night on the lithium and zyprexa combination and it's 9pm and pickles is sound asleep!!! it's the little things.	NoADE
499971070104195072	COPD trials are extremely challenging- stroke, MI's happen in this patient population requiring the 5000 pts per arm. Spiriva #FDA adcom	NoADE
344213160804352001	rt @captainmoore7: need more vyvanse for next week. who can hook it up	NoADE
342333815626289154	@mohd_farooq30 Good...RA is doing okay, I just need to remember to pick up my prescription this evening! #Humira #rheum	NoADE
518863108946006016	I watched the whole of Star Wars wishing I could lend Darth Vader my Ventolin inhaler #StarWars	NoADE
502721408401960960	Sandro Vento UB presents results ENCORE1 study: 400mg efavirenz non-inferior to 600mg over 48wk study&fewer side-effects #BOTSHIV2014	NoADE
341738006983610368	Mmm! I love how that sounds!! RT @QueenTrilogy: @RawR0mance I need 20mg Zyprexa Po & Haldol 50mg IM Stat... Nurse Cano	NoADE
350817931552227328	FDA approves Paxil (paroxetine) for menopausal hot flashes. Can somebody please regulate the FDA?	NoADE
514611432303112192	Imodium (Loperamide Hcl) #blessed	NoADE
497837019071266817	That dude from Viox Services seriously thought he'd pick me up with winky eyebrows and a come hither finger. Seriously, fuck off shitface.	NoADE
342245695442546688	someone get lockyer a bloody throat lozenge. #origin	NoADE
345179522813014017	[Clinical Trials] AbbVie Study Assesses Role of Predefined Doses of Methotrexate When Used With Humirahttp://dlvr.it/3WCcrC	NoADE
374309725837357057	@AmboFOAM @AmbulanceVic would love to see a Brilinta trial in STEMI for APs too as well as free HeraldSun access.	NoADE
511869490993561600	@SnupSnus EPO-alfa #biosimilars no long compared to reference product for biosimilarity, so cannot be judged against Aranesp (2/2)	NoADE
350631644031500288	@CrohnsQuine exactly! Ok! I gonna ring monday! And my humira starts next week! Just got the call! Yaaay! X	NoADE
530547718599372800	Analysts say Nexium could have added $300 - 350 mn to Ranbaxy topline. Valcyte $30 - 40 mn. Valued both drugs at `55 - 60 per share	NoADE
340755754711662592	lamictal destroyed the infinitydolphin story	NoADE
344937694901727233	@SickLittleDoll seriously i don't find fluoxetine works for me, so i'm getting something stronger soon:)	NoADE
330407999447371776	Fun Facts: Do you know what Medications are 4 bipolar depression? Currently #FDA approve combo of #olanzapine & #fluoxetine	NoADE
346584807519694848	@tete_floue no he said that venlafaxine and mirtazapine work well together,we shall see!!	NoADE
349217065019777024	i think i might have to try something else than paxil. though, i do enjoy it with abilify so that my mood is stable, just does nothing for	NoADE
497836199281950720	And yes I keep mentioning that the pervert in the Viox Services truck worked at Viox Services so women will know they hire street harassers.	NoADE
340297763193495553	I need nicotine !!!	NoADE
433287968225521664	@AnxietyUnited well pregabalin definitely puts the brakes on spiralling anxiety in my experience.Almost instantaneous.But has side effects..	NoADE
501525236362145793	@PharmaDispatch @A_Tass1 one overall, one atorvastatin	NoADE
327861911687426048	Poor thing was in a bad way when I got home. Diazepam has helped. Put him back on olanzapine so hopefully he'll be better tomorrow.	NoADE
340297771988971520	Prozac can make it better	NoADE
528746833104097280	@gabylevinas sildenafil night long?	NoADE
518449013646184449	"Here give people this pill to help them sleep." But what if they ask questions? "Ah just show them a video of a butterfly." Smooth Lunesta	NoADE
506973296790102016	@Tururunes (cont.9) PAXIL CR 12.5MG GABANTIN 400MG BUMETIN RETARD 300MG XYLON 2,5/6.25MG MICARDIS 80MG/12.5MG BENICAR HCT40MG TRIGLIVAL 20MG	NoADE
541872413164978176	a brand of sildenafil citrate, used to treat impotence.  "@iRock_LV: What's Viagra ? #Vycer_HappyDay #Sports_Cafe_"	NoADE
447414911090843648	(S)He will notice your lousy sentence structure “@collegefession: Doing a paper on adderall about adderall. wonder if my prof will notice”	NoADE
342011049928687616	seriously if you are getting off cymbalta tape alot if movies i was up till 4 and feel and look like a zombie just to tired to growl !!!	ADE
513725010054488064	Just saw the Lunesta butterfly	NoADE
461424367235112960	oldboy def. keanu metoprolol wah lumpy cryptogenicbullion why did bruce lee mortgage old-fashioned the mad tea party chandler falter	NoADE
341450467978653696	@pillmanuk I have made my customary offering to them by burning some trainee tech test papers on a fire made primarily of fluoxetine boxes	NoADE
329326437469396992	bisphosphonates (alendronate, etidronate, risedronate, iv zoledronate): empty stomach w water (esophageal erosion), gi, altered taste, onj	NoADE
506731957410349056	#STICS trial: no effect of rosuvastatin on ICU stay or time to hospital discharge - Barbara Casadei #ESCcongress	NoADE
340557302258094080	"@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac." Chop banana till u go yo.	NoADE
455182506526924800	i don't know why i took the gabapentin. i don't like gabapentin anymore, but it's a different formulation so hopefully it'll be different.	NoADE
496931105107243009	namira, peryite, and meridia just grew up! http://t.co/f5e2zkeuhx	NoADE
519623518233694209	@La_Mah yes, hydrate hydrate hydrate. Movie night tonight and picking up some advair tomorrow	NoADE
343471521047666688	do you need more lozenge magus' alt art?	NoADE
352807680508837889	@poet_carl_watts @yueesei ...  used to be on them #justaddanother ...worst was the psychotic episode when starting #paxil but one of my favs	ADE
506447809009418240	@cosdcg As the 10th anniversary of the Vioxx recall approaches, let's remember the scores of thousands of people Merck slaughtered.	NoADE
326818882746728448	wore sandals to work. boots with the furrrr after work. somebody give the weather some fluoxetine!	NoADE
344592303731654657	@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana	NoADE
339900176275755008	brer fox, please don't throw me into the nicotine patch! #fairytaleconfusion	NoADE
348083199831842816	@mhchat i am no longer on zyprexa i was on that for 13 years. god bless you keep fighting the good fight! walk in truth be blessed!	NoADE
541811470875758592	drugs// oxycodone is the best two or three and i'm fucking gone	NoADE
453948101381083136	The Crestor commercial by @AstraZeneca is one of the worst I've seen. Who would cheer like zealot for a pharmaceutical like that?	NoADE
341294310563663872	if alex jones turns out to be right, i'm going to take prozac and off myself.	NoADE
340575904021487616	“@kissoff8: One Tunes cherry menthol lozenge + one cup of earl grey = homemade menthol tea. Fuck you cold virus.”post pride poorliness? Snap	NoADE
541952300907253762	2 weeks filled with tests, projects, borderline grades, stress, and adderall. lost of adderall 😂😅	NoADE
512281504051781632	Suboxone Directory can get you the help you need! Rubina Mental Healthcare Center assists with #mentalhealth and provides #suboxone.	NoADE
529075152974528512	@CFB_law painkiller of choice, rest, lots of fluid! Might want to see a doc to be sure it it's viral, not something else. can give u Tamiflu	NoADE
342705807537868802	@brokenmind_ quetiapine was horrific for me in relation to wait gain. such a horror story. but the weight will come off one day at a time.	ADE
340690346235273217	Depression hurts, Cymbalta will help	NoADE
497865024392929281	Turns out I got pregnant while on NuvaRing so steer clear of it ladies!!!	NoADE
499528534252355584	lyrica &amp; celebrex commercials are such a joke.	NoADE
347188173744517120	i need a lozenge.	NoADE
342045554752253952	I thought Cymbalta is for depression	NoADE
352093839827275779	can't wait til august when i get me some insurance. helloooo seroquel and adderall prescription waiting for me.	NoADE
450537832545673216	@Ldywholunches Hello Ldywholelunches, how is the lyrica going? I'm looking at going on the for pain.	NoADE
342287923267375105	I had a dream that my mom sold vyvanse. I was so excited when I woke up	NoADE
504767392200015872	@FutureMrsMars (c) etanercept so I feel your pain! Sucks having this illness at our age :( does it work well for you?	NoADE
508064033719975936	@devvypaws flovent 110mcg and proair	NoADE
507500724075630592	High-dose rosuvastatin (20 mg daily) did not reduce the rate of AF after CABG compared to placebo (21% vs 20%) in STICS trial #ESCcongress	NoADE
341661465821970433	well it looks like i won't have to retake that interim class. #vyvanse	NoADE
463338097481383936	MY ENBREL JUST GOT APPROVED!!!! I start the injections on Wednesday. So happy I could cry. #rheum	NoADE
677973762105544704	"get off the ps4" "no i just took my meds i gotta play" "u need to take adderall 2 play a game?" sweaty u dont even know half of it	NoADE
345174041579106306	[Clinical Trials] AbbVie Study Assesses Role of Predefined Doses of Methotrexate When Used With Humirahttp://dlvr.it/3WCcrC	NoADE
349209419134930945	Cipro is poison and Big Pharma knows it	NoADE
462034137785040896	@bergeronprocess tell me about it I'm getting my cardio to increase my Metoprolol because my heart is racing	NoADE
343732127013171200	"@motherofhades that may change of course when my ativan and lamictal kicks in this morning....nah, probably not"	NoADE
341606319695994881	my cymbalta is not helping!	NoADE
341456987290218496	@Pimp_Sausage so ur noncomplaint with ur meds, give them to me? (ill take ur seroquel too)	NoADE
339926647274893312	Possible cymbalta side effects include: asshole falls out, and/or morph into a preying mantis. Ask your Dr. If cymbalta is right for you.	NoADE
342037550455738368	Honey lozenge. Nice	NoADE
462237198868176896	@ToonArmyMIA @doritmi @TannersDad @EbenPlettner @mayoungkin bc decades ago we were told thalidomide was safe, tobacco was safe	NoADE
533626855619059713	@AdlingtonBeerC @BeersManchester @Blackedgebeers I'll have a Imodium for you	NoADE
461240427103137792	i think everyone should praise whoever invented gabapentin , because if it wasn't for them , there would be a hell of a lot more bodies !	NoADE
345154831658397696	Mercy...... Someone give her some Zoloft or Paxil!!!!!  #moodydaughter	NoADE
352506405783220225	@jasmintadlock Just got home. Mine is apparently pretty serious allergies that are on their way to a sinus infection. Got some Cipro...	NoADE
349162806093946881	*batman voice* do you have a lozenge	NoADE
332570428042248192	niall didn't follow me this morning i'm so sad cymbalta can't help	NoADE
341943359960657920	i forgot to take my prozac oh	NoADE
526010381584453632	Ventolin Nebule : Out of stock  no nebulizer for now so back to basic	NoADE
494294910158512128	Nothing wld happen my frenz used to hit my albuterol in jhs all the time ... The advair was purely for dramatic effect clearly #RHONY	NoADE
360370877038211072	@zbiotech @sport234a approximately two-thirds of us patients who discontinued tysabri stayed within $biib ms franchise and started tecfidera	NoADE
530909513973776384	@TheFix @carrieperman Kinda like that spiriva ad....	NoADE
491955280864100352	@garywidom well tenofovir &amp; emtricitabine which are in truvada, are very toxic w/prolonged use	NoADE
341254984349908994	"racing next sun so thought i'd better try on my tri suit. so depressing, can just about get into it and look like a whale ffs!! #olanzapine"	ADE
541298969780191233	@love_kait bloody Mary's > tamiflu	NoADE
525111758982111232	@undefined however, doubling the dose of oseltamivir (e.g., 150 mg twice daily in adults) has been advocated as an appropriate strategy in t	NoADE
344253088380628994	popular antidepressants zoloft, prozac and paxil can lower libido and prevent orgasms	NoADE
450078694221295616	really embarrassing that in this age, the #fda still points to thalidomide as their signature win.	NoADE
334027072773169154	10 days of Cipro again.. ugh	NoADE
342459248325844992	@Farfbaz let the benadryl spread thru your system then I start the remicade. Always hated the infusion process. Enbrel is better 4 me	NoADE
340561005249712128	"@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac." » LOL lee dafa yomba deh	NoADE
677526861098815488	Sip codeine till I fall out smoke OG to the face when I wake tell em ball out yo bitch like Herbo	NoADE
344592298430038016	@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana	NoADE
342031261486940161	He scribbled a prescription for some prozac, he said take that for your mustard...	NoADE
348898147470295042	@jortwine I had a patient "allergic to all antibiotics expect Levaquin & Cleomycin (sic)"	NoADE
333197031659167746	does anyone know if the #weight gain is less in #olanzapine combined with #prozac(#symbyax) than in olanzapine alone?	ADE
348370604883341312	RT @Awisto: I have a contact ko CIPC (formerly known as Cipro),dm me.	NoADE
340342506480877569	@Fox1985 what u found out about cipro? Graeme always has dodgy bones x	NoADE
336981780143955969	@iLuVONette sigh u sittin so good, cuz i in dat state right now.... I need some Cymbalta (the drug for depression) right now!	NoADE
340556660386967552	"@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."	NoADE
452865570199728128	This commercial for Victoza has me wondering why one would take it. Seems like the only side affect it doesnt cause is instant death.	NoADE
536323666049773568	@itschristian757 L's  get that tamiflu	NoADE
541016436563771392	I would like to thank Erin and Beck for not only putting miralax in my coffee and watch me drink it but for also locking me out of my house	NoADE
512764462189658112	i'm going put you on abilify and, effexor also lunesta for sleep. +sets three prescription  to the side + €	NoADE
389753928042029056	zoloft + neozep + tylenol + saphris 😔 this should knock me out for tonight. pls.	NoADE
340191318905085953	ain't no nicotine in this cigaweed #daaamnright	NoADE
538140844465721345	@youngbrknfamous rollin up to babys house poppin a shit ton of imodium	NoADE
536614717398466561	Someone slip Labyrinth an Imodium plus	NoADE
522891031050604544	oh my fucking god my dermal just tore out. mad blood. mad pain. darvocet please. or vodka.	NoADE
341578531396014081	so, yesterday i asked my dad how to spell lozenge, because i had forgot, the way this man answered me was like bitch, you should have known.	NoADE
541670210332160000	@SmittyHansen $CHRS Enbrel Ph3 read-outs in Apr'15 & 4Q15, so never assume success, play with hedge (but PK-PD good). 3ofx	NoADE
329406585266905089	welp my psychiatrist prescribed me fluoxetine.	NoADE
499041058756784129	chile. rt @magnumjackson bae lemme knock ya nuvaring out	NoADE
474991975574544384	washington, jan 28 (reuters) - energy group exelon corp is fighting the u	NoADE
461392803126583296	@hollymiranda i have some anti depressants, temazepam anti anxiety if they will do?!?!	NoADE
541621444602380288	@chantelwatkins lol yes yes, too bad he can't really take medicine, although some imodium may help him stay asleep and stop the b.g's lol	NoADE
341953078431457280	Vyvanse are my bestest friend	NoADE
447242610382356480	I've been up for three days, adderall and red bull	NoADE
526939949648465920	wait someone actually stole kenzie's miralax	NoADE
340312793507041280	My nicotine, my blue dream.	NoADE
333314797447806980	@juzSilla depression hurts, you don't have to, Cymbalta can help....or at least that what my tv said	NoADE
521142913347358720	Crestor cholesterol med commercial features dude bowling, where fries & nachos are standard then says "When diet and exercise aren't enough"	NoADE
352293010211471360	rt @alan_gah: who has taken my fucking fluoxetine?	NoADE
352229254190215169	So this is a #crohnie tweet...so I'm starting semzia (I know I'm spelling it wrong) tomorrow does it work? Humira didn't work for me	NoADE
342000135762505728	i'm going to try and quit my paxil cold turkey just like i always do with medicine that stops working. i started today.	NoADE
348838543315054592	Somebody needs to get Amanda Bynes on Seroquel, Abilify, something	NoADE
344650261844873216	Had a nurse try to call in compound rx for 50% baclofen suppositories- whatever that means- dose would have jumped from 20mg to 900+ mg.	NoADE
524918283381002240	went grocery shopping this am, since we are boycotting everything, all i got was bread, juice &amp; miralax #gcwayday	NoADE
348408937701310465	TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills	NoADE
342068634744659969	i need a throat lozenge from yelling at @LizzyKlein23	NoADE
341929619567546368	Stepping into the void of a 100 mg Trazadone .....goodnight good morning stay safe and remember we love you	NoADE
340283224284618752	Nicotine and faded dreams	NoADE
528667065704779776	who the bloody hell steals ampules of levalbuterol from a pediatric ward?? come on people!	NoADE
483285251074961408	@sophiadddmp sure ,i know 😃 he's name is jack crestor	NoADE
502440697996525571	@akacharleswade what's a combo one? i haven't hard of those. i'm on albuterol for emergencies and qvar is my steroid. tried advair-bs. this	NoADE
341628914260668418	Cipro is my friend this week, in bed with a kidney infection @IMvindaloo what was in that Pho?	NoADE
340068992825823232	There's nice cool breeze coming into the dispensary, somewhere between the olanzapine and the Xanax.	NoADE
340650540109291520	@candee_land paxil smoothie	NoADE
340301248312004608	Mimi needs some damn Prozac boyyyyy	NoADE
539084529562955776	overdose of nexium .	NoADE
345475553815576576	#dabigatran will continue the rest about it tomorrow.	NoADE
346474302138359808	Eurgh! Last time I was this tired, I was on a four day antidepressant cocktail binge.  #seroxat #sertraline #fluoxitine #lithium	ADE
514816656107794433	@BrianH618 Those don't work for me. I have to take Lunesta and use essential oils,	NoADE
343477382893690880	@samhunt226 cymbalta can help (':	NoADE
346622966332788736	"The diagnosis of depression didn’t become popular in Japan until Glaxo-SmithKlein got approval to market Paxil in the country." - Ibid.	NoADE
350599381780672512	#FDA rejects #Bayer’s #Xarelto to reduce risk of stent thrombosis in patients w/ acute coronary syndrome $BAYRY #pharma #biotech #heart	NoADE
344155168822145024	'@spontaneousnat: '@doniqued: *coughs ridiculously over the tl*' you want some lozenge' no i'm cool *coughs*	NoADE
484261447988690944	@ruthcheeseman what inhaler is she on . i moved to symbicort and my asthma has virtually disappeared	NoADE
345081862739345413	OMG #humira day #dreadingit tried to do it before work but chickened out so have to do it later	NoADE
537560491749810176	@LewisRodwell I'd go and buy some Imodium in preparation for this if I were you.pic.twitter.com/Ujjg70waWP	NoADE
342618335365722112	Yay! My prescription has been changed! Back down to 150mg venlafaxine and starting quetiapine :) sleeeeeeep!	NoADE
349183913702354944	@oscli topamax does not work as well as seroquel in that department. mood stabilizers level mood, antipsychotics stop..	NoADE
328027565111533568	ciprofloxacin has its dealing swish incidental sectors further esteem grassy, trim supplements, thyroid medicati:	NoADE
342776470663475200	@96_miyuki d: do you need a lozenge? or maybe drink lukewarm water?	NoADE
343146080269111297	the #quetiapine is kicking in. bizarre thoughts tonight. tempted to take the whole lot. i won't - don't worry people. just odd thoughts.	ADE
348900699217739776	@eesullivan i had allergic reaction from enbrel.	ADE
340642472298426368	I send @LockJohnson a legit business question.  He replies w/ the personification of Zoloft & Zyprexa	NoADE
342453275720826881	my fluoxetine pill wasn't fully dissolved and i burped and it was the worst thing oh gross oh no how could this happen to me i made my mista	NoADE
349754241298079744	great.. i have hives up and down my legs from this gosh dang trazodone?	ADE
537102365355020289	@atxhobogrl of course not! The Tamiflu alone would've been worth bank	NoADE
469870054595891200	@LuieT Which Crestor guy? The one who uses a GPS to drive around his hometown? That annoying guy?	NoADE
351395342887034880	@doctorakerkar 6-8 months on average. Enbrel after humira waited a year before moving to orencia. #rheum	NoADE
341694509907865601	i haven't had a vyvanse in like 6 weeks #whoa	NoADE
458926772181295104	Talking to a neurologist in Texas last week, clearly enthused about Tecfidera in MS. Ground level view of that drug is very positive.	NoADE
345588241405186048	LOL. Trapper was struggling! #smackoff #trapper #lozenge	NoADE
536956475542077440	@FGAU1912 @Irish_Freedom @WestBelfastUPRG Yeah he could do with some Imodium for his mouth complaint	NoADE
347714791269359617	@plussizepanda I had them on Venlafaxine baaaad. Now I am on Desvenlafaxine - much better!	NoADE
341742385769873408	,@roughrider4ever so have you found a psychiatrist so jason can get his trazadone, klonopin, abilify and lexapro?? lol more meds than me!!!	NoADE
333980004339822592	@iniee_monster but I thought you loved me.... I guess I was wrong #depressed #cymbalta #feelinlikeshit </3	NoADE
510923902181060608	@medicalaxioms buprenorphine	NoADE
345175425569402882	i feel na i need low dose of memantine. haha	NoADE
348355774642266112	"@_katball natural don't work for me, try 300mg of seroquel...you'll sleep for days, i have insomnia that's what they give me lol"	ADE
345563306163044352	@chronicpainteen i would also love 2 get to 50 followers 2nite i'm @ 49..pls help... #crohns #humira #TEAMIBD	NoADE
344592301353484289	@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana	NoADE
447608534532775936	@ant_water guanine and thalidomide	NoADE
345668852652318720	i don't think my paxil is working today. should stay inside so i don't kill again. ;)	NoADE
342335234454478848	No cymbalta?The D can help your depression	NoADE
329800382555516929	@walsh_drake    oh yeah, no, i'm the same.  trazodone helps though at times!	NoADE
333889437446590464	@HelptoStop it's completely not true - BACLOFEN WORKS both for withdrawal and to SUPPRESS CRAVING - inform yourself better...	NoADE
